text,label
Leaching ass hoessssss! Ion like det for yall.,profanity
"@user  @user  @user  There are two medications which are of potential use in treating the COVID-19 symptoms of vessel fluid leakage (which causes fluid build-up in the lungs) and the overproduction of hyaluronic acid, which turns the fluid into a gel. These are lanadelumab, and hymecromone.",drugs
If the only way to be believed is to die then you need to fix that and if you don't know how find the fuck out. To the sufferers of suicidal ideation understand this mechanic. It's what will crush you if you're unaware.,conflictual
"@user  There are millions of similar 'people','''' who support RealarseholeTRUMP - It's their right but I don't agree with them",conflictual
"Iv been to music festivals during heat waves, surrounded by heavy drug users going on benders off the wildest shit you can get your hands on for a fucking week straight and no one dies, but some how 8 people died yesterday at 1 day event?",profanity
"My little sister does not respect me at all, and I hate it. She was supposed to diverge her teen angst at my mother, but instead she chose me, so now I have to bear her angst all the fucking time. I want out of this shit, I'm so sick of it.",profanity
"@user  Owen worked in Japan, he worked in Canada for Stampede Wrestling, and he worked briefly in WCW before he got his big break in WWE. If Owen had survived his fall, he probably would have very little to do with WWE. He wanted to be a fireman once his contract was up.",none
"'Too bad. I wanted to give my â€˜ brother ' a splendid view of Mondstadt before he died. Killing you while your beautiful Mondstadt burns up in flames. That would've been fun, don't you agree?' Diluc screams when something pierces his thigh, cutting his Vision off in the process.+",self-harm
@Femi_Sorry  @user  He's such a total utter complete cretin.!! ðŸ™„,conflictual
@user  @user  The harem be like 'you know what? We are better without Eustass' * they get off from the victoria punk *,conflictual
the amount of idols theyre 'exposing' for bullying is so suspicious and they dropped it all in one day?!?!? okay what dumb mfer,profanity
I took some cough medicine and this shit got me feeling fucked up. I feel worse,profanity
end of thread (for now) ðŸŒ¹ ðŸ· proana fatspo thinspo edtwt anatwt pigspo ricecaketwt,none
@anjanaomkashyap  @aajtak  was not Intrested in anything apart frm promoting Fake Farm protest bug suddenly they r intrested in BJP ka @kya  hoga after some municipal election results as if BJP has traditional strong halt in Panjab //they r creating anti bjp mahol for UP/Hariyana,none
@user  @user  Yeah. That's the one. But just looking at it makes me want to scream SPOILER WARNING at the top of my lungs,none
Ports open 24/7 means we have more opportunities for illicit drugs to flow into our country. Yay!!! ðŸŽ‰,conflictual
summer job apps for law students are like 'first years may apply starting in January:) â€¦. second years you have the first two weeks of august and if you miss that then you're scum and you're weak and you probably don't deserve to be here.:)',conflictual
@user  @user  That's a helluva lot of people you are calling out. And you left out lying bastards.,none
"This girl said her eyebrows cost $ 500 smack-a-roos to get microbladed and all I could think was damn, it must suck to be a woman cuz that shit sounds depressing and expensive ðŸ˜‚",profanity
@user  @user  @user  @MattHancock  @NHSCOVID19app  The public are wearing face coverings not medical masks. Large % dictate they are exempt and majority others were so thick they never ever learnt what 2 metres is and demand face coverings go under their chin at best. Hope they never need nhs care - ever again.,none
@user  @NomikiKonst  Yeah that's the progressives fault and not centrist democrats who are basically republicans and of course republicans. I'm so sick of douchebags spreading lies.,profanity
@user  our program needs to get its shxt together.,profanity
Bill that will insure votes rights are protectections for everyone. Hannity screams accusing cheating no one cheated in 2020 and Joe's the winner you may not like it but get use to it. He's not going anywhere. Your party uses suppression to win thats cheating and it's stopping.,none
@user  he keeps himself physically and mentally alert. He's Still the legitimate President USA,none
irrelevant but massaging someone sitting up is seriously the most depressing thing ever,none
"@user  well lady, dr. suess was a racist antisemite that failed to uphold his christian values since he carried out an affair w another woman who he later married following his first wife's suicide. id rather support those empowered women than a garbo scumbag like that idk about u",conflictual
"@JesseDamiani  @laurenboebert  That crazy lunatic non educated person should be expelled from Congress, investigated, and if found to play a major role in helping the terrorists storm the Capital, be brought up in charges and found guilty for treason!",conflictual
"@user  @user  @user  @user  @Naija_PR  You're' are a simp, i can show you my qualifications because you're a dumbass motherfucker.",conflictual
"@user  That squeak is as enough to fill the Archon with curiosity to hear more of her sounds. His throbbing member twitching against her cheek. 'It's been too long since you've visited me, Traveler.' His zipper is pulled down. Moments later his erect cock now slapped to her shoulder.",profanity
"@user  I think it's a U shaped phenomena with amphetamines: (for me) 5-10 mg increases performance. 20+ mg, I'm just sperging like a motherfucker, listening to juicy j on max volume, with weird sexual thoughts bouncing around in my consciousness",profanity
Following back all the retweets on my pinned tweet.,none
The idea of a bot that automatically retweets anything that mentions F00cault is hilarious tho. The layering of irony? * chef's kiss *,none
Tolerate It physically hurts to listen to but i can not stop,none
Lately these gloomy November days are making me cranky. I need to add more followers here. Maybe it will brighten my days. moody,none
@user  Any girls in Sydney down to shoot content for only fans? Dm me. cocktribute horny sexting boobs tits pussy porn amateurporn nsfw cumslut blowjob sex slut ass dick cock jailbait bbc gangbang fuck fuckme whore cumtribute nude buy,conflictual
@user  @user  @user  @clairecmc  Absolutely no stigma intended and I apologize if my comment made you feel that way. My son is schizoaffective so I'm' just familiar with unmedicated schizophrenia. This behavior fits into the category.Stigma sucks. I have depression and anxiety plus an invisible disability.,none
@user  Add pain and discomfort and I'm' right there with you. You'd' think the pain pills and muscle relaxers would knock me out... nope.,drugs
"gantz could've been so good but Oku time n time again proves he's not that good of a consistent writer and is a fucking racist, homophobic, misogynistic asshole lmao. anyways it's still one of my faves but my points still stand",conflictual
